date,title,artist,genre,duration,release_date,lyrics,identifier,gender,age
18/09/2022,Moving On and Getting Over,John Mayer,Soft Rock,04:27,19/10/2009,moving on and getting over lyrics moving on and getting over are not the same it seems to me 'cause you've been gone i'm growing older but i still can't seem to get you off my mind and i do believe i feel you all the time moving on and getting over are not the friends they used to be it's been so long since i got to hold you but i still can't seem to get you off my mind and i do believe i feel you all the time all the time tell me i can have the fact you've loved me to hold onto tell me i can keep the door cracked open to let light through for all my running i can understand i'm one text away from being back again but i'm moving on and i'm getting over i'm getting over i'm getting over i got to get over moving on and getting over it's been so long it just goes to show you that i still can't seem to get you off my mind get you off my mind and i sure would like to see you one more time it's taken me so long just to say so long and baby it's so wrong but i'm moving on i'm gonna get a new girl a somethingicandogirl to try to get me through girl 'cause i'm moving on i'm moving on and i'm moving on i'm moving on and i'm moving on consider me as good as gone 'cause i'm moving on i'm moving on moving on baby moving on moving onyou might also like5embed,Eren,Male,24
18/09/2022,Dont Wanna Know,Maroon 5,Tropical House,03:34,12/10/2016,dont wanna know lyrics oh hey oh oh hey oh oh oh hey uh oh uh oh adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know adam levine wasted wasted and the more i drink the more i think about you oh no no i can't take it baby every place i go reminds me of you pre adam levine do you think of me of what we used to be is it better now that i'm not around my friends are actin' strange they don't bring up your name are you happy now are you happy now adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know adam levine and every time i go out yeah i hear it from this one hear it from that one that you got someone new yeah i see but don't believe it even in my head you're still in my bed maybe i'm just a fool you might also likepre adam levine do you think of me of what we used to be what we used to be is it better now that i'm not around that i'm not around my friends are actin' strange yeah they don't bring up your name hmm are you happy now hmm are you happy now adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know oh hey kendrick lamar no more please stop no more hashtag boo'd up screenshots no more tryin' to make me jealous on your birthday you know just how i made you better on your birthday oh do he do you like this do he woo you like this do he lay it down for you touch your poona like this matter fact never mind we'll let the past be may be his right now but your body's still me whoa adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh the way i used to love you i don't wanna know know know know you who's taking you home home home home you and loving you so so so so the way i used to love you oh i don't wanna know oh hey oh oh hey oh oh oh hey uh oh uh oh7embed,Eren,Male,24
19/09/2022,NOT FAIR,The Kid LAROI,Pop,03:15,23/10/2020,not fair lyrics corbin i can't cum unless you kiss me i don't know her but she saying that sheâ€…missâ€…me rolling with thatâ€…450 why they wanna send me underâ€…fucking six feet i cope how they want yeah i keep the safe off never out in public 'cause they talk got a taste and got shellshocked drive me to hell in a droptop the kid laroi uh drive me to hell in a droptop i need you to save me 'fore i fuck up and go too far i hate that you blame me for the things that i cannot control i'm out here tryna make it work for us it's too much on my plate got it all at stake say you hate me now but you're at my place tell me lies tell me that it's all okay tell me why you love me even if it's fake the kid laroi corbin it's not fair no matter what i'm still gon' be here it's hard for me to show you i care crash and burn princess diana better off better off dead you don't wanna come around here it's hard for me to show you i care don't wanna be myself i'm too scared yeahyeah i'm too scared corbin even if it isn't real i wanna hear it oh oh pour my heart out on the floor and now it's leaking oh oh spent twothousand on an fn don't make me squeeze it i don't care if it was all pretend i wanna feel it the kid laroi mob 'cause if i lose it all you leavin' bitch you don't love me that's a lie i don't believe it nah nah money make these bitches go insane yeah i done seen it oh no i don't wanna hear it anymore if you don't mean it i don't want i don't want don't wanna fall too deep trust issues it's too hard to give you all of me love isn't what you see and what you want it to be i want you but i just can't give you all of me you might also like the kid laroi corbin it's not fair no matter what i'm still gon' be here it's hard for me to show you i care crash and burn princess diana better off better off dead you don't wanna come around here it's hard for me to show you i care don't wanna be myself i'm too scared yeahyeah i'm too scared4embed,Eren,Male,24
19/09/2022,Edge of Desire,John Mayer,Soft Rock,05:33,19/10/2009,edge of desire lyrics young and full of running tell me where has that taken me just a great figure eight or a tiny infinity love is really nothing but a dream that keeps waking me for all of my trying we still end up dying how can it be don't say a word just come over and lie here with me 'cause i'm just about to set fire to everything i see i want you so bad i'll go back on the things i believe there i just said it i'm scared you'll forget about me so young and full of running all the way to the edge of desire steady my breathing silently screaming i have to have you now wired and i'm tired think i'll sleep in my clothes on the floor or maybe this mattress will spin on its axis and find me on yours don't say a word just come over and lie here with me 'cause i'm just about to set fire to everything i see i want you so bad i'll go back on the things i believe there i just said it i'm scared you'll forget about me break don't say a word just come over and lie here with me because i'm just about to set fire to everything i see i want you so bad i'll go back on the things i believe there i just said it i'm scared you'll forget about meyou might also like6embed,Eren,Male,24
19/09/2022,In the End,Linkin Park,Rap Rock,03:36,09/10/2001,in the end lyrics mike shinoda chester bennington it starts with one one thing i don't know why it doesn't even matter how hard you try keep that in mind i designed this rhyme to explain in due time all i know time is a valuable thing watch it fly by as the pendulum swings watch it count down to the end of the day the clock ticks life away it's so unreal it's so unreal didn't look out below watch the time go right out the window tryin' to hold on didn't even know i wasted it all just to watch you go pre mike shinoda i kept everything inside and even though i tried it all fell apart what it meant to me will eventually be a memory of a time when i tried so hard chester bennington i tried so hard and got so far but in the end it doesn't even matter i had to fall to lose it all but in the end it doesn't even matter mike shinoda chester bennington one thing i don't know why it doesn't even matter how hard you try keep that in mind i designed this rhyme to remind myself how i tried so hard in spite of the way you were mockin' me actin' like i was part of your property rememberin' all the times you fought with me i'm surprised it got so far things aren't the way they were before you wouldn't even recognize me anymore not that you knew me back then but it all comes back to me in the end you might also likepre mike shinoda you kept everything inside and even though i tried it all fell apart what it meant to me will eventually be a memory of a time when i tried so hard chester bennington i tried so hard and got so far but in the end it doesn't even matter i had to fall to lose it all but in the end it doesn't even matter chester bennington i've put my trust in you pushed as far as i can go for all this there's only one thing you should know i've put my trust in you pushed as far as i can go for all this there's only one thing you should know chester bennington i tried so hard and got so far but in the end it doesn't even matter i had to fall to lose it all but in the end it doesn't even matter8embed,Eren,Male,24
20/09/2022,One More Light,Linkin Park,Alternative Rock,04:15,03/10/2017,one more light lyrics should've stayed were there signs i ignored can i help you not to hurt anymore we saw brilliance when the world was asleep there are things that we can have but can't keep if they say who cares if one more light goes out in the sky of a million stars it flickers flickers who cares when someone's time runs out if a moment is all we are or quicker quicker who cares if one more light goes out well i do the reminders pull the floor from your feet in the kitchen one more chair than you need oh and you're angry and you should be it's not fair just 'cause you can't see it doesn't mean it isn't there if they say who cares if one more light goes out in the sky of a million stars it flickers flickers who cares when someone's time runs out if a moment is all we are or quicker quicker who cares if one more light goes out well i do i do who cares if one more light goes out in the sky of a million stars it flickers flickers who cares when someone's time runs out if a moment is all we are or quicker quicker who cares if one more light goes out well i do well i doyou might also like5embed,Eren,Male,24
20/09/2022,Boulevard of Broken Dreams,Green Day,Hard Rock,04:20,29/11/2004,boulevard of broken dreams lyrics i walk a lonely road the only one that i have ever known don't know where it goes but it's home to me and i walk alone i walk this empty street on the boulevard of broken dreams where the city sleeps and i'm the only one and i walk alone pre i walk alone i walk alone i walk alone i walk a my shadow's the only one that walks beside me my shallow heart's the only thing that's beatin' sometimes i wish someone out there will find me 'til then i walk alone post ahah ahah ahah ahah ahah ahah ahah i'm walkin' down the line that divides me somewhere in my mind on the borderline of the edge and where i walk alone read between the lines what's fucked up and everything's all right check my vital signs to know i'm still alive and i walk alone pre i walk alone i walk alone i walk alone i walk a my shadow's the only one that walks beside me my shallow heart's the only thing that's beatin' sometimes i wish someone out there will find me 'til then i walk alone you might also likepost ahah ahah ahah ahah ahah ahah i walk alone i walk a i walk this empty street on the boulevard of broken dreams where the city sleeps and i'm the only one and i walk a my shadow's the only one that walks beside me my shallow heart's the only thing that's beatin' sometimes i wish someone out there will find me 'til then i walk alone 59embed,Eren,Male,24
20/09/2022,All Too Well (10 Minute Version) (Taylorâ€™s Version) [From the Vault],Taylor Swift,Soft Rock,10:12,22/10/2012,all too well 0 minute version taylors version from the vault lyrics i walked through the door with you the air was cold but somethin' 'bout it felt like home somehow and i left my scarf there at your sister's house and you've still got it in your drawer even now oh your sweet disposition and my wideeyed gaze we're singin' in the car getting lost upstate autumn leaves fallin' down like pieces into place and i can picture it after all these days pre and i know it's long gone and that magic's not here no more and i might be okay but i'm not fine at all oh oh oh 'causÐµ there we arÐµ again on that little town street you almost ran the red 'cause you were lookin' over at me wind in my hair i was there i remember it all too well photo album on the counter your cheeks were turnin' red you used to be a little kid with glasses in a twinsized bed and your mother's tellin' stories 'bout you on the teeball team you taught me 'bout your past thinkin' your future was me and you were tossing me the car keys fuck the patriarchy keychain on the ground we were always skippin' town and i was thinkin' on the drive down any time now he's gonna say it's love you never called it what it was 'til we were dead and gone and buried check the pulse and come back swearin' it's the same after three months in the grave and then you wondered where it went to as i reached for you but all i felt was shame and you held my lifeless frame you might also likepre and i know it's long gone and there was nothing else i could do and i forget about you long enough to forget why i needed to 'cause there we are again in the middle of the night we're dancin' 'round the kitchen in the refrigerator light down the stairs i was there i remember it all too well and there we are again when nobody had to know you kept me like a secret but i kept you like an oath sacred prayer and we'd swear to remember it all too well yeah well maybe we got lost in translation maybe i asked for too much but maybe this thing was a masterpiece 'til you tore it all up runnin' scared i was there i remember it all too well and you call me up again just to break me like a promise so casually cruel in the name of bein' honest i'm a crumpledup piece of paper lyin' here 'cause i remember it all all all 4 they say all's well that ends well but i'm in a new hell every time you doublecross my mind you said if we had been closer in age maybe it would've been fine and that made me want to die the idea you had of me who was she a neverneedy everlovely jewel whose shine reflects on you not weepin' in a party bathroom some actress askin' me what happened you that's what happened you you who charmed my dad with selfeffacing jokes sippin' coffee like you're on a latenight show but then he watched me watch the front door all night willin' you to come and he said it's supposed to be fun turning twentyone 5 time won't fly it's like i'm paralyzed by it i'd like to be my old self again but i'm still tryin' to find it after plaid shirt days and nights when you made me your own now you mail back my things and i walk home alone but you keep my old scarf from that very first week 'cause it reminds you of innocence and it smells like me you can't get rid of it 'cause you remember it all too well yeah 'cause there we are again when i loved you so back before you lost the one real thing you've ever known it was rare i was there i remember it all too well wind in my hair you were there you remember it all down the stairs you were there you remember it all it was rare i was there i remember it all too well 6 and i was never good at tellin' jokes but the punch line goes i'll get older but your lovers stay my age from when your brooklyn broke my skin and bones i'm a soldier who's returning half her weight and did the twin flame bruise paint you blue just between us did the love affair maim you too 'cause in this city's barren cold i still remember the first fall of snow and how it glistened as it fell i remember it all too well just between us did the love affair maim you all too well just between us do you remember it all too well just between us i remember it just between us all too well wind in my hair i was there i was there i was there down the stairs i was there i was there sacred prayer i was there i was there it was rare you remember it all too well wind in my hair i was there i was there oh down the stairs i was there i was there i was there sacred prayer i was there i was there it was rare you remember it all too well wind in my hair i was there i was there down the stairs i was there i was there sacred prayer i was there i was there it was rare you remember it wind in my hair i was there i was there down the stairs i was there i was there sacred prayer i was there i was there it was rare you remember itembed,Eren,Male,24
21/09/2022,American Idiot,Green Day,Punk Rock,02:54,06/08/2004,american idiot lyrics don't wanna be an american idiot don't want a nation under the new media and can you hear the sound of hysteria the subliminal mindfuck america welcome to a new kind of tension all across the alienation where everything isn't meant to be okay in television dreams of tomorrow we're not the ones who're meant to follow for that's enough to argue well maybe i'm the faggot america i'm not a part of a redneck agenda now everybody do the propaganda and sing along to the age of paranoia welcome to a new kind of tension all across the alienation where everything isn't meant to be okay in television dreams of tomorrow we're not the ones who're meant to follow for that's enough to argue don't wanna be an american idiot one nation controlled by the media information age of hysteria it's calling out to idiot america welcome to a new kind of tension all across the alienation where everything isn't meant to be okay in television dreams of tomorrow we're not the ones who're meant to follow for that's enough to argueyou might also like8embed,Eren,Male,24
21/09/2022,Viva la Vida,Coldplay,Baroque Pop,04:04,13/06/2008,viva la vida lyrics chris martin i used to rule the world seas would rise when i gave the word now in the morning i sleep alone sweep the streets i used to own interlude chris martin i used to roll the dice feel the fear in my enemies' eyes listen as the crowd would sing now the old king is dead long live the king one minute i held the key next the walls were closed on me and i discovered that my castles stand upon pillars of salt and pillars of sand chris martin i hear jerusalem bells aringin' roman cavalry choirs are singin' be my mirror my sword and shield my missionaries in a foreign field for some reason i can't explain once you'd gone there was never never an honest word and that was when i ruled the world interlude chris martin it was the wicked and wild wind blew down the doors to let me in shattered windows and the sound of drums people couldn't believe what i'd become and revolutionaries wait for my head on a silver plate just a puppet on a lonely string mmm mmm aw who would ever wanna be king chris martin i hear jerusalem bells aringin' roman cavalry choirs are singin' be my mirror my sword and shield my missionaries in a foreign field for some reason i can't explain i know saint peter won't call my name never an honest word but that was when i ruled the world you might also like brian eno guy berryman jonny buckland will champion ohohoh ohoh oh ohohoh ohoh oh ohohoh ohoh oh ohohoh ohoh oh chris martin brian eno guy berryman jonny buckland will champion ohohoh ohoh oh hear jerusalem bells aringin' ohohoh ohoh oh roman cavalry choirs are singin' ohohoh ohoh oh be my mirror my sword and shield ohohoh ohoh oh my missionaries in a foreign field ohohoh ohoh oh for some reason i can't explain ohohoh ohoh oh i know saint peter won't call my name never an honest word but that was when i ruled the world mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm0embed,Eren,Male,24
21/09/2022,Heavy,Linkin Park,Pop,02:49,16/02/2017,heavy lyrics chester bennington i dont like my mind right now stacking up problems that are so unnecessary wish that i could slow things down i wanna let go but theres comfort in the panic and i drive myself crazy thinking everything's about me yeah i drive myself crazy 'cause i cant escape the gravity chester bennington kiiara i'm holding on why is everything so heavy holding on so much more than i can carry i keep dragging around what's bringing me down if i just let go i'd be set free holding on why is everything so heavy kiiara you say that i'm paranoid but im pretty sure the world is out to get me its not like i make the choice to let my mind stay so fucking messy i know i'm not the center of the universe but you keep spinning 'round me just the same i know i'm not the center of the universe but you keep spinning 'round me just the same kiiara i'm holding on why is everything so heavy holding on so much more than i can carry i keep dragging around what's bringing me down if i just let go i'd be set free holding on why is everything so heavy chester bennington kiiara i know i'm not the center of the universe but you keep spinning 'round me just the same i know i'm not the center of the universe but you keep spinning 'round me just the same and i drive myself crazy thinking everythings about me you might also like chester bennington kiiara holding on why is everything so heavy holding on so much more than i can carry i keep dragging around what's bringing me down if i just let go i'd be set free holding on why is everything so heavy why is everything so heavy why is everything so heavy49embed,Eren,Male,24
22/09/2022,Holiday,Green Day,Punk Rock,03:52,14/03/2005,holiday lyrics say hey cha hear the sound of the fallin' rain comin' down like an armageddon flame hey the shame the ones who died without a name hear the dogs howlin' out of key to a hymn called faith and misery hey and bleed the company lost the war today i beg to dream and differ from the hollow lies this is the dawning of the rest of our lives on holiday hear the drum poundin' out of time another protester has crossed the line hey to find the money's on the other side can i get another amen amen there's a flag wrapped around a score of men hey a gag a plastic bag on a monument i beg to dream and differ from the hollow lies this is the dawning of the rest of our lives on holiday hey three four the representative from california has the floor breakdown sieg heil to the president gasman bombs away is your punishment pulverize the eiffel towers who criticize your government bang bang goes the broken glass and kill all the fags that don't agree trials by fire settin' fire is not a way that's meant for me just 'cause hey hey hey hey just 'cause because we're outlaws yeah hey hey hey hey you might also like i beg to dream and differ from the hollow lies this is the dawning of the rest of our lives i beg to dream and differ from the hollow lies this is the dawning of the rest of our lives this is our lives on holiday7embed,Eren,Male,24
22/09/2022,Numb,Linkin Park,Rap Rock,03:25,13/12/2004,numb lyrics chester bennington i'm tired of being what you want me to be feeling so faithless lost under the surface i don't know what you're expecting of me put under the pressure of walking in your shoes pre chester bennington mike shinoda caught in the undertow just caught in the undertow every step that i take is another mistake to you caught in the undertow just caught in the undertow chester bennington i've become so numb i can't feel you there become so tired so much more aware i'm becoming this all i want to do is be more like me and be less like you chester bennington can't you see that you're smothering me holding too tightly afraid to lose control 'cause everything that you thought i would be has fallen apart right in front of you pre chester bennington mike shinoda caught in the undertow just caught in the undertow every step that i take is another mistake to you caught in the undertow just caught in the undertow and every second i waste is more than i can take chester bennington i've become so numb i can't feel you there become so tired so much more aware i'm becoming this all i want to do is be more like me and be less like you chester bennington and i know i may end up failing too but i know you were just like me with someone disappointed in you you might also like chester bennington i've become so numb i can't feel you there become so tired so much more aware i'm becoming this all i want to do is be more like me and be less like you chester bennington i've become so numb i can't feel you there i'm tired of being what you want me to be i've become so numb i can't feel you there i'm tired of being what you want me to be95embed,Eren,Male,24
22/09/2022,Wake Me Up When September Ends,Green Day,Alternative Rock,04:45,13/06/2005,wake me up when september ends lyrics summer has come and passed the innocent can never last wake me up when september ends like my father's come to pass seven years has gone so fast wake me up when september ends here comes the rain again falling from the stars drenched in my pain again becoming who we are as my memory rests but never forgets what i lost wake me up when september ends summer has come and passed the innocent can never last wake me up when september ends ring out the bells again like we did when spring began wake me up when september ends here comes the rain again falling from the stars drenched in my pain again becoming who we are as my memory rests but never forgets what i lost wake me up when september ends summer has come and passed the innocent can never last wake me up when september ends like my father's come to pass twenty years has gone so fast wake me up when september ends wake me up when september ends wake me up when september endsyou might also likeembed,Eren,Male,24
15/08/2022,Adore,Amy Shark,Indie,03:05,25/07/2016,adore lyrics i'm just gonna stand with my bag hanging off my left arm i'm just gonna walk home kicking stones at parked cars but i had a great night 'cause you kept rubbing against my arm i'm just gonna stand with my bag hanging off my left arm get me a drink i get drunk off one sip just so i can adore you i want the entire street out of town just so i can be alone with you now go when you're ready my head's getting heavy pressed against your arm i adore you all of my money is spent on these nights just so we can hang out squeezing in and out of these dresses i wanna be found by you found by you get me a drink i get drunk off one sip just so i can adore you i want the entire street out of town just so i can be alone with you now go when you're ready my head's getting heavy pressed against your arm i adore you i adore you i kick the gutter in tight shorts basketball courts watch me watch him talk to girls i'm known as a righthand slugger anybody else wanna touch my lover get me a drink i get drunk off one sip just so i can adore you i want the entire street out of town just so i can be alone with you now go when you're ready my head's getting heavy pressed against your arm just to adore you i adore you6embed,Arnald,Female,28
15/08/2022,I Said Hi,Amy Shark,Pop,02:48,13/04/2018,i said hi lyrics i stand in the corner like a tired boxer one hand on my cheekbone one hand on the rope and all my veins pump blood into my throat so i can hit the note go do it all again tell 'em all i said hi hi tell 'em all i said hi hi and i lay half awake thinking what's it's gonna take for my moment to arrive so sick and paralyzed and i chew my gum on the left side of my mouth wonder when i'll spit it out yeah i'm just getting started tell 'em all i said hi hope you've been well you've been asleep while i've been in hell tell 'em all i said hi have a nice day i'll be just fine don't worry 'bout me tell 'em all i said hi hi tell 'em all i said hi hi i stand in the corner like a tired boxer one hand on my cheekbone one hand on the rope and all my veins pump blood into my throat so i can hit the note go do it all again tell 'em all i said hi hope you've been well you've been asleep while i've been in hell tell 'em all i said hi have a nice day i'll be just fine don't worry 'bout me tell 'em all i said hi hi tell 'em all i said hi hi lying on my side watching time fly by and i bet the whole world thought that i would give up today lying on my side watching time fly by and i bet the whole world thought that i would give up today lying on my side watching time fly by and i bet the whole world thought that i would give up today lying on my side watching time fly by and i bet the whole world thought that i would give up yeah i bet the whole world thought that i would give up tell 'em all i said hi hope you've been well you've been asleep while i've been in hell tell 'em all i said hi have a nice day i'll be just fine don't worry 'bout me tell 'em all i said hi hi tell 'em all i said hiembed,Arnald,Female,28
15/08/2022,Sink In,Amy Shark,Pop,04:36,16/03/2018,sink in lyrics is there a bone in my body that's not weak for you well if you find one let me know and i can still feel the way you'd hold me next to you and i don't wanna feel it anymore pre but if you didn't ever touch me that way just know i know i wouldn't be the same if you never put your love in my brain just know i know that i'm weighed down by your beautiful collapsing underneath your perfect drowning in your wonderful and i'm letting you sink in it's it's almost unbearable i'm suffering inside your magic love you something terrible and i'm letting you sink in and i'm letting you sink in everywhere i go i'm reminded of you like the bed the bathroom floor the bar downstairs at am and i'm trying to forget the things you used to do like kiss me harder in the bar downstairs at am pre but if you didn't ever touch me that way just know i know i wouldn't be the same if you never put your love in my brain just know i know that i'm weighed down by your beautiful collapsing underneath your perfect drowning in your wonderful and i'm letting you sink in it's it's almost unbearable i'm suffering inside your magic love you something terrible and i'm letting you sink in and i'm letting you sink in and i'm letting you sink in you got a hold of me and i don't know how or why you got a hold of me and i don't know how or why you got a hold of me and i don't know how or why you got a hold of me and i don't know how or why that i'm weighed down by your beautiful collapsing underneath your perfect drowning in your wonderful and i'm letting you sink in it's it's almost unbearable i'm suffering inside your magic love you something terrible and i'm letting you sink in and i'm letting you sink in and i'm letting you sink in4embed,Arnald,Female,28
15/08/2022,Mess Her Up,Amy Shark,Pop,03:25,01/03/2019,mess her up lyrics it's the little white lies that keep us awake it's the long drive home that makes people talk it's the fear in our hearts that give us away it's the playful fight in a swimming pool i still think of you alright i'm ready to shake things up dear god this is really gonna mess her up and i keep on praying that i'm strong enough it's a lot for love it's a lot for love it's the brush of my hand in a wide hallway it's the long goodbyes that give us away it's the song that comes on and hurts the most it's the kiss in the car and you hate yourself but the high notes get the best of you alright i'm ready to shake things up dear god this is really gonna mess her up and i keep on praying that i'm strong enough it's a lot for love it's a lot for love alright i'm ready to shake things up dear god this is really gonna mess her up and i keep on praying that i'm strong enough it's a lot for love it's a lot for love it's a lot for love some say that we'll be over before we've begun and i can't let it be over i gotta have one listen to you love like crazy time should make this easy alright alright i'm ready to shake things up dear god this is really gonna mess her up and i keep on praying that i'm strong enough it's a lot for love it's a lot for love alright i'm ready to shake things up dear god this is really gonna mess her up and i keep on praying that i'm strong enough it's a lot for love it's a lot for love it's a lot for love this is really gonna this is really gonna mess her up this is really gonna mess her upembed,Arnald,Female,28
16/08/2022,Wildfire,Forest Blakk,Indie,04:37,03/04/2020,wildfire lyricswe all have those days where we just dont want to wake up where even the‚ÄÖair‚ÄÖin the room‚ÄÖholds you down and there are days‚ÄÖwhere you beg the unifor any hint of a‚Åüsign‚Åüjust‚Åüsomething to let‚Åüyou know that‚Åüyoure even remotely close to the right path the kind of days where you doubt who you are and where you are or where youre even going you anxiously retrace all your steps wondering where the hell you went wrong and where was the place all those lines became blurred and the road forked like a serpent's tongue convincing you that you didnt even know yourself from adam was it there that you split off on to the wrong course had you taken the other road youd likely be in much better shape right or better yet maybe the world wouldnt have fallen apart like it has maybe all the right pieces would have been in all the right places and maybe you would have found yourself instead of losing your hope like an old love note you kept locked inside a dustcovered box under the floorboards yeah that sounds pretty good right about now we could all use a little faith in ourselves we deserve that dont we dont we see don't we deserve that dont we deserve to open our eyes and rejoice in the mere fact that were alive and that we woke up here or that we can marvel in our existence isnt that good enough or is that too much to ask for because im starting to get confused by this all this whole rat race you know where were chasing other peoples dreams and comparing the wonder of what makes us us can you believe that let me tell you ive stared into the dark and ive watched its lonely eyes look right back at me and i wont lie to you they pierce the soul no less than a sharp knife on a fresh piece of flesh and it whispers into your ears into the silent of the night just hoping that for a second youll forget what it is you are so hear me my friends dont listen its a trap to think that you are not the infinite it is a tragedy to believe even for a second that you are not the culmination of each incredible improbable moment that led to your existence you heard me right and those scars you carry well those are yours so wear them with honor like badges youve collected along your way place them over your heart one by one for all to see and stand up straight hold your head up high and dont you even think of wasting any more of your precious moments looking down on yourself wake up you deserve that you are human youre alive wake up youre a wildfire burn bright burn bright burn brightembed,Arnald,Female,28
16/08/2022,Mind Is A Prison,Alec Benjamin,Pop,02:51,11/12/2019,mind is a prison lyrics i don't live in california i'll inform you that's not where i reside i'm just a‚ÄÖtenant‚ÄÖpaying rent inside‚ÄÖthis body and i got two windows‚ÄÖand those windows well i call them my eyes i'm just going where the wind blows i don't get to decide pre sometimes i think too much yeah i get so caught up i'm always stuck in my head i wish i could escape i tried to yesterday took all the sheets off my bed then i tied up my linen with five strips of ribbon i found scaled the side of the building i ran to the hills 'til they found me and they put me back in my cell all by myself alone with my thoughts again guess my mind is a prison and i'm never gonna get out so they tranquilized me analyzed me threw me back in my cage then they tied me to an iv told me i was insane i'm a prisoner a visitor inside of my brain and no matter what i do they try to keep me in chains pre sometimes i think too much yeah i get so caught up i'm always stuck in my head i wish i could escape i tried to yesterday took all the sheets off my bed then i tied up my linen with five strips of ribbon i found scaled the side of the building i ran to the hills 'til they found me and they put me back in my cell all by myself alone with my thoughts again guess my mind is a prison and i'm never gonna get out said even if it's true no matter what i do i'm never gonna escape i won't give up on hope secure another rope and try for another day said even if it's true no matter what i do i'm never gonna escape i won't give up on hope secure another rope and try for another day then i tied up my linen with five strips of ribbon i found scaled the side of the building i ran to the hills 'til they found me and they put me back in my cell all by myself alone with my thoughts again guess my mind is a prison and i'm never gonna get out5embed,Arnald,Female,28
16/08/2022,Idle Town,Conan Gray,Indie,03:56,19/03/2017,idle town lyrics this town will never change people come and go it's all the same speed the roads on our doubting days to any place that's far away i never learned anybody's name we all vowed that we wouldn't stay kissing signs on the interstate all we do for now is sit and wait pre in our idle town in our idle town yeah we invent our own little games in our idle town when the lights out at the stadium hey in our idle town making life a spinning arcade in our idle town and curfew's at midnight we watch the sunrise we watch the sunrise we watch the sun springtime when the air is thin we're getting antsy and they're noticing while everybody's off partying we're watching stars over icecream and now we're kicking up to seventh gear and we're breathing in the atmosphere and i don't even need a sip of beer yeah i can feel it all pre in our idle town in our idle town yeah we invent our own little games in our idle town when the lights out at the stadium hey in our idle town making life a spinning arcade in our idle town and curfew's at midnight we watch the sunrise we watch the sunrise we watch the sun and they watched the sunrise blinking out of red eyes and sore minds the airplanes keep flying by and they cry 'cause they've never even touched the sky no they'll never even touch the sky yeah we invent our own little games in our idle town and everybody's trying to escape in our idle town killing time at the yellow caf√© in our idle town and curfew's at midnight in our idle town yeah i think that we'll all be okay in our idle town the idle town will stay as it stays in our idle town and everyone i love's in this place in our idle town so curfew's at midnight we watch the sunrise8embed,Arnald,Female,28
17/08/2022,Waves,Dean Lewis,Pop,04:01,30/09/2016,waves lyrics there is a swelling storm and i'm caught up in the middle of it all and it takes control of the person that i thought i was the boy i used to know but there is a light in the dark and i feel its warmth in my hands in my heart but why can't i hold on pre it comes and goes in waves it always does always does we watch as our young hearts fade into the flood into the flood and the freedom of falling the feeling i thought was set in stone it slips through my fingers i'm trying hard to let go it comes and goes in waves it comes and goes in waves and carries us away through the wind down to the place we used to lay when we were kids memories of a stolen place caught in the silence an echo lost in space pre it comes and goes in waves it always does it always does we watch as our young hearts fade into the flood into the flood and the freedom of falling the feeling i thought was set in stone it slips through my fingers i'm trying hard to let go it comes and goes in waves it comes and goes in waves and carries us away i've watched my wild youth disappear in front of my eyes moments of magic and wonder it seems so hard to find is it ever coming back again is it ever coming back again take me back to the feeling when everything was left to find pre it comes and goes in waves it always does it always does and the freedom of falling the feeling i thought was set in stone it slips through my fingers i'm trying hard to let go it comes and goes in waves it comes and goes in waves and carries us away4embed,Arnald,Female,28
